num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint,anio
2332,2020,3,12,3,2,3,2,5,502,99,2,12,1,1,3,2,4,999,99,9999,99,5,2,1,2020
2333,2020,3,23,4,3,3,2,9,920,99,1,4,1,1,1,2,4,27,2,2006,4,5,2,1,2020
2334,2020,3,14,3,2,3,2,16,1603,99,2,999,16,12,18,1,3,69,9,1995,3,5,2,1,2020
2335,2020,4,13,3,2,3,3,3,312,99,1,54,9,9,11,1,4,32,5,2018,5,5,2,1,2020
2336,2020,4,21,4,3,3,3,1,101,18,1,6,1,1,2,2,99,69,1,9999,99,5,2,1,2020
2337,2020,4,16,3,2,3,3,1,115,99,1,60,11,11,13,1,4,67,3,9999,99,5,2,1,2020
2338,2020,4,23,4,3,3,3,11,1101,99,1,999,16,12,18,1,4,999,5,2017,5,5,2,1,2020
2339,2020,4,18,4,3,3,3,9,901,99,2,42,7,7,9,1,9,69,1,9999,99,5,2,1,2020
2340,2020,5,1,1,1,3,4,1,109,99,1,32,5,5,7,1,1,28,4,9999,99,5,2,1,2020
2341,2020,5,20,4,3,3,4,3,316,99,1,13,1,1,3,2,4,76,3,2018,5,5,2,1,2020
2342,2020,5,10,2,1,3,4,1,117,99,2,60,11,11,13,1,12,999,99,9999,99,5,2,1,2020
2343,2020,5,22,4,3,3,4,12,1213,99,1,46,8,8,10,1,99,999,99,9999,99,5,1,2,2020
2344,2020,6,11,2,1,3,5,1,103,99,2,999,16,12,18,1,99,999,99,9999,99,5,2,1,2020
2345,2020,6,11,2,1,3,5,1,103,99,2,23,3,3,5,1,99,999,99,9999,99,5,2,1,2020
2346,2020,6,10,2,1,3,5,1,101,6,1,81,15,11,17,1,4,32,3,2019,5,5,2,1,2020
2347,2020,6,15,3,2,3,5,1,101,21,1,58,10,10,12,1,4,999,99,9999,99,5,2,1,2020
2348,2020,6,13,3,2,3,5,16,1608,99,2,40,7,7,9,1,5,999,99,9999,99,5,2,1,2020
2349,2020,6,0,1,1,3,5,7,715,99,1,79,14,11,16,1,14,6,99,9999,99,5,2,1,2020
2350,2020,6,7,2,1,3,5,16,1604,99,9,999,16,12,18,9,99,999,99,9999,99,5,1,2,2020
2351,2020,6,13,3,2,3,5,22,2215,99,1,72,13,11,15,1,99,999,99,9999,99,5,2,1,2020
2352,2020,6,15,3,2,3,5,5,509,99,2,8,1,1,2,2,99,999,99,9999,99,5,2,1,2020
2353,2020,7,5,1,1,3,6,1,111,99,1,21,3,3,5,1,7,999,99,9999,99,5,2,1,2020
2354,2020,7,5,1,1,3,6,1,111,99,1,47,8,8,10,1,7,999,99,9999,99,5,2,1,2020
2355,2020,7,15,3,2,3,6,1,101,7,1,2,1,1,1,2,2,69,4,2012,5,5,1,2,2020
2356,2020,7,5,1,1,3,6,4,409,99,1,999,16,12,18,9,99,999,99,9999,99,5,1,2,2020
2357,2020,7,21,4,3,3,6,16,1602,99,9,999,16,12,18,9,2,999,3,9999,99,5,1,2,2020
2358,2020,7,19,4,3,3,6,8,801,99,1,58,10,10,12,1,1,999,4,9999,99,5,1,2,2020
2359,2020,7,11,2,1,3,6,1,115,99,1,33,5,5,7,1,4,999,99,9999,99,5,2,1,2020
2360,2020,7,18,4,3,3,6,1,115,99,2,15,2,2,4,2,7,999,2,2004,4,5,2,1,2020
2361,2020,7,21,4,3,3,6,1,115,99,1,68,12,11,14,1,2,999,4,9999,99,5,2,1,2020
2362,2020,7,8,2,1,3,6,22,2201,99,2,18,2,2,4,1,14,999,1,2020,6,5,2,1,2020
2363,2020,7,20,4,3,3,6,16,1601,99,1,37,6,6,8,1,5,999,99,9999,99,5,1,2,2020
2364,2020,7,21,4,3,3,6,16,1602,99,9,999,16,12,18,9,1,999,99,9999,99,5,1,2,2020
2365,2020,8,23,4,3,3,7,1,101,3,1,32,5,5,7,1,4,6,1,2019,5,5,2,1,2020
2366,2020,8,23,4,3,3,7,1,101,3,2,56,10,10,12,1,4,6,1,2019,5,5,2,1,2020
2367,2020,8,10,2,1,3,7,1,101,6,1,37,6,6,8,1,1,999,99,9999,99,5,2,1,2020
2368,2020,8,20,4,3,3,7,1,101,18,1,20,3,3,5,1,99,999,99,9999,99,5,2,1,2020
2369,2020,8,20,4,3,3,7,1,101,18,2,18,2,2,4,1,99,999,99,9999,99,5,2,1,2020
2370,2020,8,18,4,3,3,7,1,115,99,1,33,5,5,7,1,4,6,3,9999,99,5,2,1,2020
2371,2020,8,7,2,1,3,7,1,108,99,1,75,14,11,16,1,4,999,5,2016,5,5,2,1,2020
2372,2020,8,20,4,3,3,7,5,511,99,1,21,3,3,5,1,3,69,2,9999,99,5,2,1,2020
2373,2020,8,21,4,3,3,7,18,1801,99,1,67,12,11,14,1,99,999,99,9999,99,5,1,2,2020
2374,2020,8,19,4,3,3,7,4,407,99,1,22,3,3,5,1,1,999,99,9999,99,5,1,2,2020
2375,2020,8,20,4,3,3,7,4,409,99,1,999,16,12,18,9,1,999,99,9999,99,5,1,2,2020
2376,2020,8,9,2,1,3,7,3,312,99,1,23,3,3,5,1,18,999,99,9999,99,5,2,1,2020
2377,2020,9,22,4,3,3,1,1,101,18,1,38,6,6,8,1,1,69,4,9999,99,5,2,1,2020
2378,2020,9,17,3,2,3,1,1,102,99,2,46,8,8,10,1,3,69,4,9999,99,5,2,1,2020
2379,2020,9,18,4,3,3,1,5,509,99,1,15,2,2,4,2,2,27,4,2004,4,5,2,1,2020
2380,2020,10,10,2,1,3,2,16,1609,99,1,50,9,9,11,1,99,999,99,9999,99,5,2,1,2020
2381,2020,10,15,3,2,3,2,6,602,99,1,67,12,11,14,1,4,76,10,9999,99,5,2,1,2020
2382,2020,10,8,2,1,3,2,4,409,99,1,16,2,2,4,2,99,999,99,9999,99,5,2,1,2020
2383,2020,11,2,1,1,3,3,1,101,19,2,999,16,12,18,9,1,999,99,9999,99,5,2,1,2020
2384,2020,11,7,2,1,3,3,1,101,18,1,64,11,11,13,1,4,64,2,2019,5,5,2,1,2020
2385,2020,11,20,4,3,3,3,1,101,18,2,64,11,11,13,1,4,67,5,9999,99,5,1,2,2020
2386,2020,11,16,3,2,3,3,22,2214,99,1,30,5,5,7,1,1,999,99,9999,99,5,2,1,2020
2387,2020,11,18,4,3,3,3,1,101,1,1,72,13,11,15,1,1,999,99,9999,99,5,2,1,2020
2388,2020,12,20,4,3,3,4,1,101,13,1,19,2,2,4,1,99,999,99,9999,99,5,2,1,2020
2389,2020,12,22,4,3,3,4,1,108,99,1,25,4,4,6,1,99,999,99,9999,99,5,2,1,2020
2390,2020,12,6,2,1,3,4,12,1215,99,1,33,5,5,7,1,99,999,99,9999,99,5,1,2,2020
2391,2020,12,19,4,3,3,4,7,701,99,2,38,6,6,8,1,2,999,99,9999,99,5,2,1,2020
2392,2020,13,20,4,3,3,5,1,101,9,1,27,4,4,6,1,4,3,5,2017,5,5,2,1,2020
2393,2020,13,6,2,1,3,5,1,113,99,1,31,5,5,7,1,99,999,99,9999,99,5,1,2,2020
2394,2020,13,11,2,1,3,5,21,2101,99,2,54,9,9,11,1,4,27,5,9999,99,5,2,1,2020
2395,2020,13,19,4,3,3,5,21,2101,99,1,78,14,11,16,1,4,999,99,9999,99,5,2,1,2020
2396,2020,13,23,4,3,3,5,19,1905,99,1,999,16,12,18,1,4,77,5,2015,5,5,2,1,2020
2397,2020,13,2,1,1,3,5,10,1001,99,1,43,7,7,9,1,4,168,5,2019,5,5,2,1,2020
2398,2020,14,18,4,3,3,6,1,101,9,1,38,6,6,8,1,1,90,2,2006,4,5,2,1,2020
2399,2020,14,18,4,3,3,6,1,101,9,1,22,3,3,5,1,1,90,2,2006,4,5,2,1,2020
2400,2020,14,18,4,3,3,6,1,101,9,2,44,7,7,9,1,1,90,2,2006,4,5,2,1,2020
2401,2020,14,18,4,3,3,6,1,101,1,1,14,1,1,3,2,4,67,2,2018,5,5,2,1,2020
2402,2020,14,21,4,3,3,6,1,101,6,2,22,3,3,5,1,99,999,99,9999,99,5,1,2,2020
2403,2020,14,2,1,1,3,6,1,101,5,2,28,4,4,6,1,1,48,5,2004,4,5,2,1,2020
2404,2020,14,21,4,3,3,6,1,114,99,1,999,16,12,18,9,99,999,99,9999,99,5,2,1,2020
2405,2020,14,21,4,3,3,6,1,115,99,1,29,4,4,6,1,99,999,99,9999,99,5,2,1,2020
2406,2020,14,23,4,3,3,6,1,108,99,1,55,10,10,12,1,99,999,99,9999,99,5,2,1,2020
2407,2020,14,14,3,2,3,6,1,108,99,2,21,3,3,5,1,99,999,99,9999,99,5,2,1,2020
2408,2020,14,22,4,3,3,6,1,101,19,2,34,5,5,7,1,99,999,99,9999,99,5,2,1,2020
2409,2020,14,22,4,3,3,6,5,502,99,1,67,12,11,14,1,4,6,3,9999,99,5,1,2,2020
2410,2020,15,22,4,3,3,7,1,101,6,1,44,7,7,9,1,1,999,99,9999,99,5,2,1,2020
2411,2020,15,21,4,3,3,7,1,101,7,1,999,16,12,18,1,4,999,99,9999,99,5,2,1,2020
2412,2020,15,23,4,3,3,7,1,115,99,1,23,3,3,5,1,99,999,99,9999,99,5,2,1,2020
2413,2020,15,15,3,2,3,7,1,108,99,1,33,5,5,7,1,99,999,99,9999,99,5,2,1,2020
2414,2020,15,18,4,3,3,7,21,2101,99,1,71,13,11,15,1,1,69,2,9999,99,5,2,1,2020
2415,2020,15,23,4,3,3,7,12,1202,99,2,45,8,8,10,1,1,27,1,9999,99,5,2,1,2020
2416,2020,15,20,4,3,3,7,13,1301,99,1,26,4,4,6,1,2,69,99,9999,99,5,2,1,2020
2417,2020,15,20,4,3,3,7,13,1301,99,1,25,4,4,6,1,2,69,99,9999,99,5,2,1,2020
2418,2020,15,18,4,3,3,7,16,1602,99,1,58,10,10,12,1,99,999,99,9999,99,5,1,2,2020
2419,2020,15,18,4,3,3,7,2,208,99,1,73,13,11,15,1,4,6,1,9999,99,5,2,1,2020
2420,2020,15,18,4,3,3,7,17,1701,99,1,52,9,9,11,1,3,999,99,9999,99,5,2,1,2020
2421,2020,15,18,4,3,3,7,17,1701,99,1,52,9,9,11,1,3,999,99,9999,99,5,1,2,2020
2422,2020,15,21,4,3,3,7,4,401,99,2,34,5,5,7,1,99,999,99,9999,99,5,2,1,2020
2423,2020,15,22,4,3,3,7,4,401,99,1,24,3,3,5,1,99,999,99,9999,99,5,1,2,2020
2424,2020,16,6,2,1,3,1,1,101,9,1,38,6,6,8,1,99,999,99,9999,99,5,2,1,2020
2425,2020,16,7,2,1,3,1,5,507,99,1,67,12,11,14,1,99,999,99,9999,99,5,1,2,2020
2426,2020,16,12,3,2,3,1,5,501,99,2,30,5,5,7,1,99,999,99,9999,99,5,2,1,2020
2427,2020,16,23,4,3,3,1,5,509,99,1,31,5,5,7,1,99,999,99,9999,99,5,1,2,2020
2428,2020,16,3,1,1,3,1,17,1703,99,1,25,4,4,6,1,99,999,99,9999,99,5,2,1,2020
2429,2020,16,8,2,1,3,1,3,308,99,2,24,3,3,5,1,4,163,2,2018,5,5,2,1,2020
2430,2020,16,17,3,2,3,1,3,301,99,1,75,14,11,16,1,99,999,99,9999,99,5,2,1,2020
2431,2020,17,19,4,3,3,2,21,2102,99,2,37,6,6,8,1,4,999,5,9999,99,5,2,1,2020
2432,2020,17,19,4,3,3,2,21,2102,99,2,13,1,1,3,2,4,999,5,9999,99,5,2,1,2020
2433,2020,17,17,3,2,3,2,10,1002,99,1,41,7,7,9,1,3,69,99,9999,99,5,2,1,2020
2434,2020,18,0,1,1,3,3,1,108,99,1,999,16,12,18,9,4,3,5,9999,99,5,2,1,2020
2435,2020,18,20,4,3,3,3,19,1904,99,1,50,9,9,11,1,6,40,2,1996,3,5,2,1,2020
2436,2020,18,6,2,1,3,3,19,1904,99,9,999,16,12,18,9,99,999,99,9999,99,5,1,2,2020
2437,2020,18,20,4,3,3,3,4,401,99,1,60,11,11,13,1,4,67,5,9999,99,5,1,2,2020
2438,2020,19,15,3,2,3,4,10,1014,99,1,25,4,4,6,1,4,18,1,9999,99,5,1,2,2020
2439,2020,19,6,2,1,3,4,22,2201,99,1,74,13,11,15,1,99,999,99,9999,99,5,1,2,2020
2440,2020,19,17,3,2,3,4,1,114,99,1,18,2,2,4,1,99,999,99,9999,99,5,2,1,2020
2441,2020,19,17,3,2,3,4,1,114,99,1,57,10,10,12,1,99,999,99,9999,99,5,2,1,2020
2442,2020,19,19,4,3,3,4,1,101,11,1,25,4,4,6,1,4,999,99,9999,99,5,2,1,2020
2443,2020,20,6,2,1,3,5,1,101,12,2,999,16,12,18,1,4,163,2,2018,5,5,2,1,2020
2444,2020,20,20,4,3,3,5,5,514,99,2,76,14,11,16,1,4,999,99,9999,99,5,2,1,2020
2445,2020,20,13,3,2,3,5,16,1613,99,2,2,1,1,1,2,5,48,2,9999,99,5,2,1,2020
2446,2020,20,17,3,2,3,5,1,101,18,1,47,8,8,10,1,4,999,99,9999,99,5,2,1,2020
2447,2020,20,21,4,3,3,5,1,115,99,2,999,16,12,18,1,4,32,1,2016,5,5,2,1,2020
2448,2020,20,18,4,3,3,5,1,108,99,1,39,6,6,8,1,99,999,99,9999,99,5,2,1,2020
2449,2020,21,20,4,3,3,6,1,115,99,1,23,3,3,5,1,99,999,99,9999,99,5,2,1,2020
2450,2020,21,22,4,3,3,6,1,116,99,9,999,16,12,18,9,99,999,99,9999,99,5,2,1,2020
2451,2020,21,22,4,3,3,6,1,108,99,2,78,14,11,16,1,4,67,99,9999,99,5,2,1,2020
2452,2020,21,10,2,1,3,6,5,506,99,1,98,15,11,17,1,4,999,99,9999,99,5,2,1,2020
2453,2020,21,10,2,1,3,6,5,506,99,1,18,2,2,4,1,4,999,99,9999,99,5,2,1,2020
2454,2020,22,1,1,1,3,7,1,114,99,9,999,16,12,18,9,1,999,99,9999,99,5,1,2,2020
2455,2020,22,7,2,1,3,7,21,2101,99,1,47,8,8,10,1,3,69,2,1993,3,5,1,2,2020
2456,2020,22,3,1,1,3,7,9,903,99,1,41,7,7,9,1,1,999,2,9999,99,5,1,2,2020
2457,2020,23,10,2,1,3,1,16,1601,99,1,23,3,3,5,1,1,67,8,1988,2,5,2,1,2020
2458,2020,23,11,2,1,3,1,1,115,99,2,999,16,12,18,9,4,25,1,2016,5,5,2,1,2020
2459,2020,23,11,2,1,3,1,1,115,99,1,0,1,1,1,2,4,25,1,2016,5,5,2,1,2020
2460,2020,24,14,3,2,3,2,16,1604,99,1,81,15,11,17,1,1,41,2,2005,4,5,2,1,2020
2461,2020,24,16,3,2,3,2,1,101,18,1,33,5,5,7,1,5,19,2,2005,4,5,2,1,2020
2462,2020,24,6,2,1,3,2,1,108,99,2,36,6,6,8,1,99,999,99,9999,99,5,2,1,2020
2463,2020,25,15,3,2,3,3,1,108,99,2,31,5,5,7,1,4,190,4,9999,99,5,2,1,2020
2464,2020,25,15,3,2,3,3,1,108,99,1,72,13,11,15,1,4,67,3,9999,99,5,2,1,2020
2465,2020,25,17,3,2,3,3,6,610,99,2,32,5,5,7,1,99,999,99,9999,99,5,2,1,2020
2466,2020,25,7,2,1,3,3,11,1104,99,1,19,2,2,4,1,4,999,5,9999,99,5,2,1,2020
2467,2020,25,15,3,2,3,3,16,1601,99,1,27,4,4,6,1,1,27,4,2003,4,5,2,1,2020
2468,2020,26,5,1,1,3,4,1,101,11,1,999,16,12,18,1,99,999,99,9999,99,5,2,1,2020
2469,2020,26,16,3,2,3,4,1,108,99,2,18,2,2,4,1,1,67,99,2011,5,5,2,1,2020
2470,2020,26,6,2,1,3,4,11,1104,99,1,68,12,11,14,1,99,999,99,9999,99,5,2,1,2020
2471,2020,27,14,3,2,3,5,1,101,12,1,26,4,4,6,1,4,25,5,9999,99,5,2,1,2020
2472,2020,27,20,4,3,3,5,17,1701,99,1,28,4,4,6,1,99,999,99,9999,99,5,2,1,2020
2473,2020,28,12,3,2,3,6,1,101,17,1,19,2,2,4,1,2,41,5,2008,4,5,2,1,2020
2474,2020,28,6,2,1,3,6,1,114,99,1,87,15,11,17,1,4,6,1,9999,99,5,2,1,2020
2475,2020,28,17,3,2,3,6,5,505,99,1,55,10,10,12,1,4,18,2,9999,99,5,1,2,2020
2476,2020,28,7,2,1,3,6,5,506,99,1,63,11,11,13,1,99,999,99,9999,99,5,1,2,2020
2477,2020,28,17,3,2,3,6,16,1601,99,1,47,8,8,10,1,4,6,4,2020,6,5,2,2,2020
2478,2020,29,15,3,2,3,7,18,1805,99,1,21,3,3,5,1,4,67,5,9999,99,5,2,1,2020
2479,2020,29,15,3,2,3,7,18,1805,99,1,60,11,11,13,1,4,67,5,9999,99,5,2,1,2020
2480,2020,30,11,2,1,3,1,1,101,9,1,24,3,3,5,1,1,48,99,2014,5,5,2,1,2020
2481,2020,30,12,3,2,3,1,7,706,99,2,20,3,3,5,1,1,999,4,2006,4,5,1,2,2020
2482,2020,30,12,3,2,3,1,7,706,99,1,999,16,12,18,9,1,999,4,2006,4,5,2,1,2020
2483,2020,30,12,3,2,3,1,7,706,99,1,999,16,12,18,9,1,999,4,2006,4,5,2,1,2020
2484,2020,30,0,1,1,3,1,4,407,99,2,62,11,11,13,1,4,999,1,9999,99,5,2,1,2020
2485,2020,30,8,2,1,3,1,3,301,99,1,72,13,11,15,1,6,999,99,9999,99,5,2,1,2020
2486,2020,31,15,3,2,3,2,1,114,99,1,64,11,11,13,1,5,30,2,1998,3,5,2,1,2020
2487,2020,31,12,3,2,3,2,10,1004,99,1,45,8,8,10,1,4,67,5,2012,5,5,2,1,2020
2488,2020,1,20,4,3,4,3,1,101,18,1,999,16,12,18,9,1,48,2,9999,99,2,2,1,2020
2489,2020,1,14,3,2,4,3,1,101,6,1,16,2,2,4,2,4,6,5,9999,99,1,2,1,2020
2490,2020,1,20,4,3,4,3,1,101,18,1,999,16,12,18,1,1,48,2,9999,99,6,2,1,2020
2491,2020,1,10,2,1,4,3,1,101,11,1,28,4,4,6,1,4,67,3,9999,99,1,2,1,2020
2492,2020,1,18,4,3,4,3,20,2001,99,1,64,11,11,13,1,2,999,5,9999,99,2,2,1,2020
2493,2020,1,15,3,2,4,3,20,2001,99,1,22,3,3,5,1,4,2,5,9999,99,1,2,1,2020
2494,2020,1,15,3,2,4,3,20,2001,99,1,47,8,8,10,1,4,43,1,9999,99,1,2,1,2020
2495,2020,1,9,2,1,4,3,19,1901,99,1,23,3,3,5,1,4,999,99,9999,99,1,1,2,2020
2496,2020,1,14,3,2,4,3,15,1501,99,2,58,10,10,12,1,99,999,99,9999,99,2,1,2,2020
2497,2020,2,4,1,1,4,4,1,101,11,1,35,6,6,8,1,2,41,6,9999,99,2,1,2,2020
2498,2020,2,9,2,1,4,4,22,2216,99,1,999,16,12,18,1,4,18,1,9999,99,6,2,1,2020
2499,2020,2,9,2,1,4,4,1,101,1,1,19,2,2,4,1,4,32,5,9999,99,1,2,1,2020
2500,2020,2,9,2,1,4,4,1,101,12,1,45,8,8,10,1,4,3,5,2016,5,1,2,1,2020
2501,2020,2,12,3,2,4,4,1,115,99,1,30,5,5,7,1,4,27,5,9999,99,1,2,1,2020
2502,2020,2,10,2,1,4,4,2,207,99,1,20,3,3,5,1,4,163,2,2018,5,1,2,1,2020
2503,2020,2,17,3,2,4,4,11,1101,99,1,25,4,4,6,1,4,18,5,9999,99,1,2,1,2020
2504,2020,2,17,3,2,4,4,11,1101,99,2,21,3,3,5,1,4,67,2,9999,99,1,2,1,2020
2505,2020,2,20,4,3,4,4,1,101,13,1,49,8,8,10,1,4,3,5,9999,99,1,2,1,2020
2506,2020,3,0,1,1,4,5,1,101,1,1,20,3,3,5,1,4,3,5,2019,5,1,2,1,2020
2507,2020,3,12,3,2,4,5,1,101,1,1,22,3,3,5,1,4,64,5,2015,5,1,2,1,2020
2508,2020,3,16,3,2,4,5,1,101,12,1,32,5,5,7,1,4,48,99,9999,99,1,2,1,2020
2509,2020,3,16,3,2,4,5,1,101,12,1,23,3,3,5,1,4,48,99,9999,99,1,2,1,2020
2510,2020,3,8,2,1,4,5,1,108,99,1,25,4,4,6,1,4,999,99,9999,99,1,2,1,2020
2511,2020,3,6,2,1,4,5,1,108,99,1,20,3,3,5,1,4,999,99,9999,99,1,2,1,2020
2512,2020,3,16,3,2,4,5,19,1906,99,1,53,9,9,11,1,4,6,99,9999,99,1,2,1,2020
2513,2020,3,13,3,2,4,5,5,501,99,1,10,1,1,3,2,4,6,1,9999,99,1,2,1,2020
2514,2020,3,13,3,2,4,5,5,501,99,1,4,1,1,1,2,4,6,1,9999,99,1,2,1,2020
2515,2020,3,16,3,2,4,5,8,802,99,1,46,8,8,10,1,1,999,99,9999,99,3,2,1,2020
2516,2020,3,5,1,1,4,5,16,1602,99,1,36,6,6,8,1,4,999,99,9999,99,1,2,1,2020
2517,2020,4,9,2,1,4,6,1,101,7,1,21,3,3,5,1,4,27,7,9999,99,1,2,1,2020
2518,2020,4,9,2,1,4,6,1,101,7,1,21,3,3,5,1,4,6,7,9999,99,1,2,1,2020
2519,2020,4,22,4,3,4,6,1,101,7,1,22,3,3,5,1,4,96,7,2019,5,1,2,1,2020
2520,2020,4,22,4,3,4,6,1,101,7,1,23,3,3,5,1,4,67,1,2020,6,1,2,1,2020
2521,2020,4,15,3,2,4,6,1,116,99,1,25,4,4,6,1,4,64,3,2019,5,1,2,1,2020
2522,2020,4,10,2,1,4,6,1,108,99,1,25,4,4,6,1,4,76,1,9999,99,6,2,1,2020
2523,2020,4,15,3,2,4,6,21,2102,99,2,19,2,2,4,1,3,69,3,1995,3,6,2,1,2020
2524,2020,4,6,2,1,4,6,5,502,99,1,21,3,3,5,1,4,67,3,2017,5,6,2,1,2020
2525,2020,4,15,3,2,4,6,11,1106,99,1,20,3,3,5,1,4,67,5,9999,99,1,1,2,2020
2526,2020,4,15,3,2,4,6,3,301,99,2,24,3,3,5,1,3,48,99,9999,99,3,2,1,2020
2527,2020,4,15,3,2,4,6,3,301,99,1,3,1,1,1,2,3,48,99,9999,99,3,2,1,2020
2528,2020,4,15,3,2,4,6,3,301,99,1,1,1,1,1,2,3,48,99,9999,99,3,2,1,2020
2529,2020,4,15,3,2,4,6,3,301,99,2,22,3,3,5,1,3,48,99,9999,99,3,1,2,2020
2530,2020,4,15,3,2,4,6,3,301,99,2,18,2,2,4,1,3,48,99,9999,99,3,1,2,2020
2531,2020,5,14,3,2,4,7,4,406,99,1,25,4,4,6,1,4,27,5,9999,99,6,1,2,2020
2532,2020,5,0,1,1,4,7,1,116,99,1,38,6,6,8,1,4,999,99,9999,99,6,2,1,2020
2533,2020,5,0,1,1,4,7,1,116,99,2,42,7,7,9,1,4,999,99,9999,99,6,2,1,2020
2534,2020,5,15,3,2,4,7,13,1312,99,1,32,5,5,7,1,4,67,9,9999,99,1,1,2,2020
2535,2020,5,18,4,3,4,7,1,108,99,1,27,4,4,6,1,1,10,14,2006,4,1,2,1,2020
2536,2020,5,18,4,3,4,7,1,108,99,1,44,7,7,9,1,4,27,1,9999,99,1,2,1,2020
2537,2020,5,15,3,2,4,7,1,115,99,1,31,5,5,7,1,1,999,99,9999,99,1,2,1,2020
2538,2020,6,5,1,1,4,1,1,116,99,1,28,4,4,6,1,4,32,1,9999,99,1,2,1,2020
2539,2020,6,5,1,1,4,1,1,116,99,1,18,2,2,4,1,4,32,1,9999,99,1,2,1,2020
2540,2020,6,6,2,1,4,1,1,115,99,1,28,4,4,6,1,4,67,3,2007,4,1,2,1,2020
2541,2020,6,13,3,2,4,1,1,101,9,2,41,7,7,9,1,4,27,5,2017,5,1,2,1,2020
2542,2020,6,15,3,2,4,1,1,101,1,2,54,9,9,11,1,1,27,9,1996,3,1,2,1,2020
2543,2020,6,14,3,2,4,1,1,101,12,1,35,6,6,8,1,3,999,99,9999,99,1,2,1,2020
2544,2020,7,10,2,1,4,2,1,101,3,1,61,11,11,13,1,4,6,1,9999,99,1,2,1,2020
2545,2020,7,9,2,1,4,2,1,106,99,2,36,6,6,8,1,4,64,2,9999,99,1,2,1,2020
2546,2020,7,11,2,1,4,2,1,115,99,1,28,4,4,6,1,4,67,1,2018,5,1,2,1,2020
2547,2020,7,21,4,3,4,2,1,101,7,1,22,3,3,5,1,4,6,5,9999,99,1,2,1,2020
2548,2020,7,5,1,1,4,2,1,101,7,1,30,5,5,7,1,1,69,2,2003,4,2,2,1,2020
2549,2020,7,8,2,1,4,2,1,115,99,1,38,6,6,8,1,4,6,1,9999,99,6,2,1,2020
2550,2020,7,8,2,1,4,2,1,115,99,1,35,6,6,8,1,4,6,1,9999,99,6,1,2,2020
2551,2020,7,12,3,2,4,2,1,108,99,1,50,9,9,11,1,4,999,99,9999,99,1,2,1,2020
2552,2020,7,10,2,1,4,2,19,1904,99,1,25,4,4,6,1,1,56,4,2018,5,3,2,1,2020
2553,2020,7,21,4,3,4,2,5,501,99,1,26,4,4,6,1,4,999,99,9999,99,1,2,1,2020
2554,2020,7,7,2,1,4,2,10,1002,99,1,65,12,11,14,1,1,69,3,1994,3,1,2,1,2020
2555,2020,7,15,3,2,4,2,10,1020,99,1,28,4,4,6,1,4,18,2,9999,99,1,2,1,2020
2556,2020,7,17,3,2,4,2,10,1002,99,1,39,6,6,8,1,4,27,3,9999,99,1,2,1,2020
2557,2020,8,16,3,2,4,3,10,1010,99,1,62,11,11,13,1,3,17,3,2001,4,1,2,2,2020
2558,2020,8,16,3,2,4,3,10,1010,99,2,75,14,11,16,1,3,17,3,2001,4,1,2,2,2020
2559,2020,8,10,2,1,4,3,4,401,99,1,43,7,7,9,1,4,999,99,9999,99,1,2,2,2020
2560,2020,8,10,2,1,4,3,4,401,99,2,20,3,3,5,1,4,999,99,9999,99,1,2,2,2020
2561,2020,8,17,3,2,4,3,1,101,1,1,27,4,4,6,1,4,18,1,2018,5,1,2,1,2020
2562,2020,8,17,3,2,4,3,1,101,1,1,28,4,4,6,1,4,20,1,2014,5,1,2,1,2020
2563,2020,8,17,3,2,4,3,1,101,1,1,29,4,4,6,1,4,20,1,2014,5,1,2,1,2020
2564,2020,8,21,4,3,4,3,1,101,1,1,24,3,3,5,1,3,69,3,9999,99,1,2,1,2020
2565,2020,8,21,4,3,4,3,1,101,1,2,30,5,5,7,1,3,69,3,9999,99,1,2,1,2020
2566,2020,8,21,4,3,4,3,1,101,1,1,22,3,3,5,1,3,69,3,9999,99,1,2,1,2020
2567,2020,8,21,4,3,4,3,1,101,1,1,28,4,4,6,1,3,69,3,9999,99,1,2,1,2020
2568,2020,8,21,4,3,4,3,1,101,1,1,24,3,3,5,1,3,69,3,9999,99,1,2,1,2020
2569,2020,8,14,3,2,4,3,5,501,99,1,30,5,5,7,1,4,54,5,9999,99,1,1,2,2020
2570,2020,8,6,2,1,4,3,1,101,12,1,29,4,4,6,1,4,3,1,9999,99,6,1,2,2020
2571,2020,8,23,4,3,4,3,2,201,99,1,999,16,12,18,1,6,19,2,9999,99,3,1,2,2020
2572,2020,9,17,3,2,4,4,1,101,18,1,25,4,4,6,1,4,67,5,2018,5,1,2,1,2020
2573,2020,9,12,3,2,4,4,5,508,99,1,16,2,2,4,2,4,67,99,2019,5,1,2,1,2020
2574,2020,9,19,4,3,4,4,17,1706,99,1,18,2,2,4,1,1,48,9,9999,99,3,1,2,2020
2575,2020,10,16,3,2,4,5,1,101,7,1,29,4,4,6,1,4,32,1,9999,99,6,2,1,2020
2576,2020,10,14,3,2,4,5,1,115,99,1,19,2,2,4,1,4,32,1,9999,99,1,2,1,2020
